         worklat,       value,     chindex,     chlabel,        bini,                         binlabel,grammar,word_type,ERPset,ID,Accuracy,subjectID,reading_speed,comprehension_score,Experiment,Sex,Age,Years of Formal Education,Occupation,Vividness,Control
  [300.0  500.0],0.228,11,          T3,5,                          Verb_DW,verbDW,verbDW,65,65,0.9,S65L5,232,35,APS_Silent,Male,27,12,Student,52,64
  [300.0  500.0],-4.07,11,          T3,5,                          Verb_DW,verbDW,verbDW,66,66,0.9,S66L6,364,33,APS_Silent,Female,19,13.5,Student,62,73
  [300.0  500.0],-3.904,11,          T3,5,                          Verb_DW,verbDW,verbDW,67,67,0.91,S67L7,179,25,APS_Silent,Male,21,14.5,Student,92,88
  [300.0  500.0],0.408,11,          T3,5,                          Verb_DW,verbDW,verbDW,68,68,0.89,s68l8,279,32,APS_Silent,Male,18,12.5,Student,86,76
  [300.0  500.0],-2.963,11,          T3,5,                          Verb_DW,verbDW,verbDW,70,70,0.93,S70L10,232,32,APS_Silent,Male,20,15,Student,49,47
  [300.0  500.0],0.92,11,          T3,5,                          Verb_DW,verbDW,verbDW,72,72,0.91,S72L12,123,23,APS_Silent,Male,20,13,Student,76,76
  [300.0  500.0],2.154,12,          T4,5,                          Verb_DW,verbDW,verbDW,1,1,0.92,s1L1,211,24,APS_Silent,Female,19,14,Student,74,68
  [300.0  500.0],2.461,12,          T4,5,                          Verb_DW,verbDW,verbDW,2,2,0.96,S2L2,195,32,APS_Silent,Female,18,12,Student,88,87
  [300.0  500.0],-0.973,12,          T4,5,                          Verb_DW,verbDW,verbDW,3,3,0.93,S3L3,223,25,APS_Silent,Female,21,14,Student,66,63
  [300.0  500.0],-2.181,12,          T4,5,                          Verb_DW,verbDW,verbDW,4,4,0.83,S4L4,211,31,APS_Silent,Male,18,12,Student,61,67
  [300.0  500.0],3.968,12,          T4,5,                          Verb_DW,verbDW,verbDW,6,6,0.88,S6L6,232,29,APS_Silent,Female,18,13,Student,67,70
  [300.0  500.0],-0.026,12,          T4,5,                          Verb_DW,verbDW,verbDW,7,7,0.92,S7L7,247,31,APS_Silent,Female,18,12,Student,45,42
  [300.0  500.0],0.763,12,          T4,5,                          Verb_DW,verbDW,verbDW,8,8,0.94,S8L8,279,34,APS_Silent,Female,19,14,Student,76,70
  [300.0  500.0],-0.982,12,          T4,5,                          Verb_DW,verbDW,verbDW,10,10,0.91,S10L10,179,31,APS_Silent,Female,19,13,Student,75,61
  [300.0  500.0],-2.021,12,          T4,5,                          Verb_DW,verbDW,verbDW,12,12,0.96,S12L12,164,31,APS_Silent,Female,18,12,Student,68,57
  [300.0  500.0],2.231,12,          T4,5,                          Verb_DW,verbDW,verbDW,13,13,0.92,S13L1,211,25,APS_Silent,Female,19,13,Student,80,69
  [300.0  500.0],0.019,12,          T4,5,                          Verb_DW,verbDW,verbDW,14,14,0.9,L14L2,211,17,APS_Silent,Female,20,12,Student,82,81
  [300.0  500.0],-2.499,12,          T4,5,                          Verb_DW,verbDW,verbDW,16,16,0.93,s16l4,211,37,APS_Silent,Male,18,12,Student,72,79
  [300.0  500.0],0.671,12,          T4,5,                          Verb_DW,verbDW,verbDW,18,18,0.91,S18L6,195,34,APS_Silent,Male,19,12,Student,85,79
  [300.0  500.0],1.953,12,          T4,5,                          Verb_DW,verbDW,verbDW,21,21,0.93,s21L9,137,15,APS_Silent,Male,18,12,Student,72,70
  [300.0  500.0],0.428,12,          T4,5,                          Verb_DW,verbDW,verbDW,22,22,0.91,s22l10,164,21,APS_Silent,Male,23,17,Student,77,98
  [300.0  500.0],0.305,12,          T4,5,                          Verb_DW,verbDW,verbDW,25,25,0.94,,,,,,,,Student,,
  [300.0  500.0],-3.605,12,          T4,5,                          Verb_DW,verbDW,verbDW,27,27,0.95,S27L3,247,33,APS_Silent,Female,18,12,Student,77,82
  [300.0  500.0],-2.719,12,          T4,5,                          Verb_DW,verbDW,verbDW,30,30,0.87,s30l6,339,32,APS_Silent,Male,20,15,Student,85,88
  [300.0  500.0],-1.026,12,          T4,5,                          Verb_DW,verbDW,verbDW,31,31,0.86,s31l7,164,18,APS_Silent,Female,19,12,Student,59,69
  [300.0  500.0],-0.761,12,          T4,5,                          Verb_DW,verbDW,verbDW,37,37,0.93,s37L9,261,35,APS_Silent,Female,19,13,Student,89,74
  [300.0  500.0],1.209,12,          T4,5,                          Verb_DW,verbDW,verbDW,38,38,0.91,s38l5,211,34,APS_Silent,Female,18,12,Student,47,64
  [300.0  500.0],-0.965,12,          T4,5,                          Verb_DW,verbDW,verbDW,39,39,0.95,S39L12,312,35,APS_Silent,Male,28,16,Student,88,85
  [300.0  500.0],-0.776,12,          T4,5,                          Verb_DW,verbDW,verbDW,40,40,0.9,s40l4,106,28,APS_Silent,Male,19,13,Student,45,38
  [300.0  500.0],0.242,12,          T4,5,                          Verb_DW,verbDW,verbDW,42,42,0.78,S42L5,164,25,APS_Silent,Male,24,15,Student,74,73
  [300.0  500.0],0.379,12,          T4,5,                          Verb_DW,verbDW,verbDW,43,43,0.89,S43L3,312,34,APS_Silent,Female,20,14,Student,64,69
  [300.0  500.0],1.923,12,          T4,5,                          Verb_DW,verbDW,verbDW,44,44,0.92,s44l8,195,33,APS_Silent,Female,18,12,Student,60,67
  [300.0  500.0],-0.279,12,          T4,5,                          Verb_DW,verbDW,verbDW,46,46,0.88,s46L2,261,30,APS_Silent,Male,19,13,Student,59,82
  [300.0  500.0],2.205,12,          T4,5,                          Verb_DW,verbDW,verbDW,47,47,0.88,s47L5,247,35,APS_Silent,Male,18,12,Student,80,73
  [300.0  500.0],-0.997,12,          T4,5,                          Verb_DW,verbDW,verbDW,48,48,0.88,s48l11,247,29,APS_Silent,Male,18,12,Student,71,67
  [300.0  500.0],0.661,12,          T4,5,                          Verb_DW,verbDW,verbDW,49,49,0.89,s49L10,223,32,APS_Silent,Male,19,12,Student,92,87
  [300.0  500.0],-1.219,12,          T4,5,                          Verb_DW,verbDW,verbDW,51,51,0.95,s51L12,364,35,APS_Silent,Female,19,13,Student,80,78
  [300.0  500.0],-1.174,12,          T4,5,                          Verb_DW,verbDW,verbDW,52,52,0.91,S52L5,179,26,APS_Silent,Female,22,17,Student,61,62
  [300.0  500.0],-0.605,12,          T4,5,                          Verb_DW,verbDW,verbDW,61,61,0.86,S61,364,27,APS_Silent,Female,18,12,Student,79,82
  [300.0  500.0],-0.743,12,          T4,5,                          Verb_DW,verbDW,verbDW,62,62,0.9,S62L2,179,34,APS_Silent,Male,20,14,Student,96,92
  [300.0  500.0],-0.186,12,          T4,5,                          Verb_DW,verbDW,verbDW,63,63,0.9,S63L3,223,28,APS_Silent,Female,19,12,Student,63,63
  [300.0  500.0],-0.131,12,          T4,5,                          Verb_DW,verbDW,verbDW,64,64,0.93,S64L4,137,33,APS_Silent,Female,18,12.5,Student,52,65
  [300.0  500.0],0.331,12,          T4,5,                          Verb_DW,verbDW,verbDW,65,65,0.9,S65L5,232,35,APS_Silent,Male,27,12,Student,52,64
  [300.0  500.0],-4.009,12,          T4,5,                          Verb_DW,verbDW,verbDW,66,66,0.9,S66L6,364,33,APS_Silent,Female,19,13.5,Student,62,73
  [300.0  500.0],-0.523,12,          T4,5,                          Verb_DW,verbDW,verbDW,67,67,0.91,S67L7,179,25,APS_Silent,Male,21,14.5,Student,92,88
  [300.0  500.0],2.842,12,          T4,5,                          Verb_DW,verbDW,verbDW,68,68,0.89,s68l8,279,32,APS_Silent,Male,18,12.5,Student,86,76
  [300.0  500.0],-2.505,12,          T4,5,                          Verb_DW,verbDW,verbDW,70,70,0.93,S70L10,232,32,APS_Silent,Male,20,15,Student,49,47
  [300.0  500.0],-0.493,12,          T4,5,                          Verb_DW,verbDW,verbDW,72,72,0.91,S72L12,123,23,APS_Silent,Male,20,13,Student,76,76
  [300.0  500.0],0.789,13,          F3,5,                          Verb_DW,verbDW,verbDW,1,1,0.92,s1L1,211,24,APS_Silent,Female,19,14,Student,74,68
  [300.0  500.0],1.65,13,          F3,5,                          Verb_DW,verbDW,verbDW,2,2,0.96,S2L2,195,32,APS_Silent,Female,18,12,Student,88,87
  [300.0  500.0],1.036,13,          F3,5,                          Verb_DW,verbDW,verbDW,3,3,0.93,S3L3,223,25,APS_Silent,Female,21,14,Student,66,63
  [300.0  500.0],-5.185,13,          F3,5,                          Verb_DW,verbDW,verbDW,4,4,0.83,S4L4,211,31,APS_Silent,Male,18,12,Student,61,67
  [300.0  500.0],-1.607,13,          F3,5,                          Verb_DW,verbDW,verbDW,6,6,0.88,S6L6,232,29,APS_Silent,Female,18,13,Student,67,70
  [300.0  500.0],1.195,13,          F3,5,                          Verb_DW,verbDW,verbDW,7,7,0.92,S7L7,247,31,APS_Silent,Female,18,12,Student,45,42
  [300.0  500.0],0.891,13,          F3,5,                          Verb_DW,verbDW,verbDW,8,8,0.94,S8L8,279,34,APS_Silent,Female,19,14,Student,76,70
  [300.0  500.0],-1.636,13,          F3,5,                          Verb_DW,verbDW,verbDW,10,10,0.91,S10L10,179,31,APS_Silent,Female,19,13,Student,75,61
  [300.0  500.0],0.423,13,          F3,5,                          Verb_DW,verbDW,verbDW,12,12,0.96,S12L12,164,31,APS_Silent,Female,18,12,Student,68,57
  [300.0  500.0],1.658,13,          F3,5,                          Verb_DW,verbDW,verbDW,13,13,0.92,S13L1,211,25,APS_Silent,Female,19,13,Student,80,69
  [300.0  500.0],-0.158,13,          F3,5,                          Verb_DW,verbDW,verbDW,14,14,0.9,L14L2,211,17,APS_Silent,Female,20,12,Student,82,81
  [300.0  500.0],-2.113,13,          F3,5,                          Verb_DW,verbDW,verbDW,16,16,0.93,s16l4,211,37,APS_Silent,Male,18,12,Student,72,79
  [300.0  500.0],1.593,13,          F3,5,                          Verb_DW,verbDW,verbDW,18,18,0.91,S18L6,195,34,APS_Silent,Male,19,12,Student,85,79
  [300.0  500.0],-0.607,13,          F3,5,                          Verb_DW,verbDW,verbDW,21,21,0.93,s21L9,137,15,APS_Silent,Male,18,12,Student,72,70
  [300.0  500.0],2.879,13,          F3,5,                          Verb_DW,verbDW,verbDW,22,22,0.91,s22l10,164,21,APS_Silent,Male,23,17,Student,77,98
  [300.0  500.0],-0.092,13,          F3,5,                          Verb_DW,verbDW,verbDW,25,25,0.94,,,,,,,,Student,,
  [300.0  500.0],-6.682,13,          F3,5,                          Verb_DW,verbDW,verbDW,27,27,0.95,S27L3,247,33,APS_Silent,Female,18,12,Student,77,82
  [300.0  500.0],-2.912,13,          F3,5,                          Verb_DW,verbDW,verbDW,30,30,0.87,s30l6,339,32,APS_Silent,Male,20,15,Student,85,88
  [300.0  500.0],-3.42,13,          F3,5,                          Verb_DW,verbDW,verbDW,31,31,0.86,s31l7,164,18,APS_Silent,Female,19,12,Student,59,69
  [300.0  500.0],-0.73,13,          F3,5,                          Verb_DW,verbDW,verbDW,37,37,0.93,s37L9,261,35,APS_Silent,Female,19,13,Student,89,74
  [300.0  500.0],0.085,13,          F3,5,                          Verb_DW,verbDW,verbDW,38,38,0.91,s38l5,211,34,APS_Silent,Female,18,12,Student,47,64
  [300.0  500.0],-2.758,13,          F3,5,                          Verb_DW,verbDW,verbDW,39,39,0.95,S39L12,312,35,APS_Silent,Male,28,16,Student,88,85
  [300.0  500.0],0.187,13,          F3,5,                          Verb_DW,verbDW,verbDW,40,40,0.9,s40l4,106,28,APS_Silent,Male,19,13,Student,45,38
  [300.0  500.0],-0.866,13,          F3,5,                          Verb_DW,verbDW,verbDW,42,42,0.78,S42L5,164,25,APS_Silent,Male,24,15,Student,74,73
  [300.0  500.0],-0.13,13,          F3,5,                          Verb_DW,verbDW,verbDW,43,43,0.89,S43L3,312,34,APS_Silent,Female,20,14,Student,64,69
  [300.0  500.0],-3.193,13,          F3,5,                          Verb_DW,verbDW,verbDW,44,44,0.92,s44l8,195,33,APS_Silent,Female,18,12,Student,60,67
  [300.0  500.0],2.645,13,          F3,5,                          Verb_DW,verbDW,verbDW,46,46,0.88,s46L2,261,30,APS_Silent,Male,19,13,Student,59,82
  [300.0  500.0],0.88,13,          F3,5,                          Verb_DW,verbDW,verbDW,47,47,0.88,s47L5,247,35,APS_Silent,Male,18,12,Student,80,73
  [300.0  500.0],0.479,13,          F3,5,                          Verb_DW,verbDW,verbDW,48,48,0.88,s48l11,247,29,APS_Silent,Male,18,12,Student,71,67
  [300.0  500.0],1.25,13,          F3,5,                          Verb_DW,verbDW,verbDW,49,49,0.89,s49L10,223,32,APS_Silent,Male,19,12,Student,92,87
  [300.0  500.0],-0.753,13,          F3,5,                          Verb_DW,verbDW,verbDW,51,51,0.95,s51L12,364,35,APS_Silent,Female,19,13,Student,80,78
  [300.0  500.0],0.636,13,          F3,5,                          Verb_DW,verbDW,verbDW,52,52,0.91,S52L5,179,26,APS_Silent,Female,22,17,Student,61,62
  [300.0  500.0],0.78,13,          F3,5,                          Verb_DW,verbDW,verbDW,61,61,0.86,S61,364,27,APS_Silent,Female,18,12,Student,79,82
  [300.0  500.0],-2.274,13,          F3,5,                          Verb_DW,verbDW,verbDW,62,62,0.9,S62L2,179,34,APS_Silent,Male,20,14,Student,96,92
  [300.0  500.0],-2.356,13,          F3,5,                          Verb_DW,verbDW,verbDW,63,63,0.9,S63L3,223,28,APS_Silent,Female,19,12,Student,63,63
  [300.0  500.0],-2.274,13,          F3,5,                          Verb_DW,verbDW,verbDW,64,64,0.93,S64L4,137,33,APS_Silent,Female,18,12.5,Student,52,65
  [300.0  500.0],0.154,13,          F3,5,                          Verb_DW,verbDW,verbDW,65,65,0.9,S65L5,232,35,APS_Silent,Male,27,12,Student,52,64
  [300.0  500.0],-7.166,13,          F3,5,                          Verb_DW,verbDW,verbDW,66,66,0.9,S66L6,364,33,APS_Silent,Female,19,13.5,Student,62,73
  [300.0  500.0],-3.614,13,          F3,5,                          Verb_DW,verbDW,verbDW,67,67,0.91,S67L7,179,25,APS_Silent,Male,21,14.5,Student,92,88
  [300.0  500.0],-1.257,13,          F3,5,                          Verb_DW,verbDW,verbDW,68,68,0.89,s68l8,279,32,APS_Silent,Male,18,12.5,Student,86,76
  [300.0  500.0],-1.792,13,          F3,5,                          Verb_DW,verbDW,verbDW,70,70,0.93,S70L10,232,32,APS_Silent,Male,20,15,Student,49,47
  [300.0  500.0],0.432,13,          F3,5,                          Verb_DW,verbDW,verbDW,72,72,0.91,S72L12,123,23,APS_Silent,Male,20,13,Student,76,76
  [300.0  500.0],1.898,14,          F4,5,                          Verb_DW,verbDW,verbDW,1,1,0.92,s1L1,211,24,APS_Silent,Female,19,14,Student,74,68
  [300.0  500.0],3.983,14,          F4,5,                          Verb_DW,verbDW,verbDW,2,2,0.96,S2L2,195,32,APS_Silent,Female,18,12,Student,88,87
  [300.0  500.0],-0.414,14,          F4,5,                          Verb_DW,verbDW,verbDW,3,3,0.93,S3L3,223,25,APS_Silent,Female,21,14,Student,66,63
  [300.0  500.0],-3.578,14,          F4,5,                          Verb_DW,verbDW,verbDW,4,4,0.83,S4L4,211,31,APS_Silent,Male,18,12,Student,61,67
  [300.0  500.0],2.482,14,          F4,5,                          Verb_DW,verbDW,verbDW,6,6,0.88,S6L6,232,29,APS_Silent,Female,18,13,Student,67,70
  [300.0  500.0],-0.707,14,          F4,5,                          Verb_DW,verbDW,verbDW,7,7,0.92,S7L7,247,31,APS_Silent,Female,18,12,Student,45,42
  [300.0  500.0],-0.73,14,          F4,5,                          Verb_DW,verbDW,verbDW,8,8,0.94,S8L8,279,34,APS_Silent,Female,19,14,Student,76,70
  [300.0  500.0],-1.948,14,          F4,5,                          Verb_DW,verbDW,verbDW,10,10,0.91,S10L10,179,31,APS_Silent,Female,19,13,Student,75,61
  [300.0  500.0],-0.819,14,          F4,5,                          Verb_DW,verbDW,verbDW,12,12,0.96,S12L12,164,31,APS_Silent,Female,18,12,Student,68,57
  [300.0  500.0],3.157,14,          F4,5,                          Verb_DW,verbDW,verbDW,13,13,0.92,S13L1,211,25,APS_Silent,Female,19,13,Student,80,69
  [300.0  500.0],2.14,14,          F4,5,                          Verb_DW,verbDW,verbDW,14,14,0.9,L14L2,211,17,APS_Silent,Female,20,12,Student,82,81
  [300.0  500.0],-1.834,14,          F4,5,                          Verb_DW,verbDW,verbDW,16,16,0.93,s16l4,211,37,APS_Silent,Male,18,12,Student,72,79
  [300.0  500.0],1.445,14,          F4,5,                          Verb_DW,verbDW,verbDW,18,18,0.91,S18L6,195,34,APS_Silent,Male,19,12,Student,85,79
  [300.0  500.0],1.314,14,          F4,5,                          Verb_DW,verbDW,verbDW,21,21,0.93,s21L9,137,15,APS_Silent,Male,18,12,Student,72,70
  [300.0  500.0],2.672,14,          F4,5,                          Verb_DW,verbDW,verbDW,22,22,0.91,s22l10,164,21,APS_Silent,Male,23,17,Student,77,98
  [300.0  500.0],2.788,14,          F4,5,                          Verb_DW,verbDW,verbDW,25,25,0.94,,,,,,,,Student,,
  [300.0  500.0],-5.82,14,          F4,5,                          Verb_DW,verbDW,verbDW,27,27,0.95,S27L3,247,33,APS_Silent,Female,18,12,Student,77,82
  [300.0  500.0],-4.981,14,          F4,5,                          Verb_DW,verbDW,verbDW,30,30,0.87,s30l6,339,32,APS_Silent,Male,20,15,Student,85,88
  [300.0  500.0],-2.667,14,          F4,5,                          Verb_DW,verbDW,verbDW,31,31,0.86,s31l7,164,18,APS_Silent,Female,19,12,Student,59,69
  [300.0  500.0],-0.137,14,          F4,5,                          Verb_DW,verbDW,verbDW,37,37,0.93,s37L9,261,35,APS_Silent,Female,19,13,Student,89,74
  [300.0  500.0],0.841,14,          F4,5,                          Verb_DW,verbDW,verbDW,38,38,0.91,s38l5,211,34,APS_Silent,Female,18,12,Student,47,64
  [300.0  500.0],-2.246,14,          F4,5,                          Verb_DW,verbDW,verbDW,39,39,0.95,S39L12,312,35,APS_Silent,Male,28,16,Student,88,85
  [300.0  500.0],-0.015,14,          F4,5,                          Verb_DW,verbDW,verbDW,40,40,0.9,s40l4,106,28,APS_Silent,Male,19,13,Student,45,38
  [300.0  500.0],-0.584,14,          F4,5,                          Verb_DW,verbDW,verbDW,42,42,0.78,S42L5,164,25,APS_Silent,Male,24,15,Student,74,73
  [300.0  500.0],1.568,14,          F4,5,                          Verb_DW,verbDW,verbDW,43,43,0.89,S43L3,312,34,APS_Silent,Female,20,14,Student,64,69
  [300.0  500.0],-1.061,14,          F4,5,                          Verb_DW,verbDW,verbDW,44,44,0.92,s44l8,195,33,APS_Silent,Female,18,12,Student,60,67
  [300.0  500.0],1.667,14,          F4,5,                          Verb_DW,verbDW,verbDW,46,46,0.88,s46L2,261,30,APS_Silent,Male,19,13,Student,59,82
  [300.0  500.0],-0.12,14,          F4,5,                          Verb_DW,verbDW,verbDW,47,47,0.88,s47L5,247,35,APS_Silent,Male,18,12,Student,80,73
  [300.0  500.0],1.754,14,          F4,5,                          Verb_DW,verbDW,verbDW,48,48,0.88,s48l11,247,29,APS_Silent,Male,18,12,Student,71,67
  [300.0  500.0],0.081,14,          F4,5,                          Verb_DW,verbDW,verbDW,49,49,0.89,s49L10,223,32,APS_Silent,Male,19,12,Student,92,87
  [300.0  500.0],-1.39,14,          F4,5,                          Verb_DW,verbDW,verbDW,51,51,0.95,s51L12,364,35,APS_Silent,Female,19,13,Student,80,78
  [300.0  500.0],-1.055,14,          F4,5,                          Verb_DW,verbDW,verbDW,52,52,0.91,S52L5,179,26,APS_Silent,Female,22,17,Student,61,62
  [300.0  500.0],0.776,14,          F4,5,                          Verb_DW,verbDW,verbDW,61,61,0.86,S61,364,27,APS_Silent,Female,18,12,Student,79,82
  [300.0  500.0],-2.918,14,          F4,5,                          Verb_DW,verbDW,verbDW,62,62,0.9,S62L2,179,34,APS_Silent,Male,20,14,Student,96,92
  [300.0  500.0],-0.976,14,          F4,5,                          Verb_DW,verbDW,verbDW,63,63,0.9,S63L3,223,28,APS_Silent,Female,19,12,Student,63,63
  [300.0  500.0],-1.987,14,          F4,5,                          Verb_DW,verbDW,verbDW,64,64,0.93,S64L4,137,33,APS_Silent,Female,18,12.5,Student,52,65
  [300.0  500.0],0.416,14,          F4,5,                          Verb_DW,verbDW,verbDW,65,65,0.9,S65L5,232,35,APS_Silent,Male,27,12,Student,52,64
  [300.0  500.0],-6.437,14,          F4,5,                          Verb_DW,verbDW,verbDW,66,66,0.9,S66L6,364,33,APS_Silent,Female,19,13.5,Student,62,73
  [300.0  500.0],-2.347,14,          F4,5,                          Verb_DW,verbDW,verbDW,67,67,0.91,S67L7,179,25,APS_Silent,Male,21,14.5,Student,92,88
  [300.0  500.0],1.585,14,          F4,5,                          Verb_DW,verbDW,verbDW,68,68,0.89,s68l8,279,32,APS_Silent,Male,18,12.5,Student,86,76
  [300.0  500.0],0.394,14,          F4,5,                          Verb_DW,verbDW,verbDW,70,70,0.93,S70L10,232,32,APS_Silent,Male,20,15,Student,49,47
  [300.0  500.0],-0.116,14,          F4,5,                          Verb_DW,verbDW,verbDW,72,72,0.91,S72L12,123,23,APS_Silent,Male,20,13,Student,76,76
  [300.0  500.0],8.707,15,          C3,5,                          Verb_DW,verbDW,verbDW,1,1,0.92,s1L1,211,24,APS_Silent,Female,19,14,Student,74,68
  [300.0  500.0],1.402,15,          C3,5,                          Verb_DW,verbDW,verbDW,2,2,0.96,S2L2,195,32,APS_Silent,Female,18,12,Student,88,87
  [300.0  500.0],-0.362,15,          C3,5,                          Verb_DW,verbDW,verbDW,3,3,0.93,S3L3,223,25,APS_Silent,Female,21,14,Student,66,63
  [300.0  500.0],-7.584,15,          C3,5,                          Verb_DW,verbDW,verbDW,4,4,0.83,S4L4,211,31,APS_Silent,Male,18,12,Student,61,67
  [300.0  500.0],2.741,15,          C3,5,                          Verb_DW,verbDW,verbDW,6,6,0.88,S6L6,232,29,APS_Silent,Female,18,13,Student,67,70
  [300.0  500.0],0.654,15,          C3,5,                          Verb_DW,verbDW,verbDW,7,7,0.92,S7L7,247,31,APS_Silent,Female,18,12,Student,45,42
  [300.0  500.0],1.008,15,          C3,5,                          Verb_DW,verbDW,verbDW,8,8,0.94,S8L8,279,34,APS_Silent,Female,19,14,Student,76,70
  [300.0  500.0],-0.804,15,          C3,5,                          Verb_DW,verbDW,verbDW,10,10,0.91,S10L10,179,31,APS_Silent,Female,19,13,Student,75,61
  [300.0  500.0],0.844,15,          C3,5,                          Verb_DW,verbDW,verbDW,12,12,0.96,S12L12,164,31,APS_Silent,Female,18,12,Student,68,57
  [300.0  500.0],0.277,15,          C3,5,                          Verb_DW,verbDW,verbDW,13,13,0.92,S13L1,211,25,APS_Silent,Female,19,13,Student,80,69
  [300.0  500.0],0.913,15,          C3,5,                          Verb_DW,verbDW,verbDW,14,14,0.9,L14L2,211,17,APS_Silent,Female,20,12,Student,82,81
  [300.0  500.0],-2.981,15,          C3,5,                          Verb_DW,verbDW,verbDW,16,16,0.93,s16l4,211,37,APS_Silent,Male,18,12,Student,72,79
  [300.0  500.0],1.476,15,          C3,5,                          Verb_DW,verbDW,verbDW,18,18,0.91,S18L6,195,34,APS_Silent,Male,19,12,Student,85,79
  [300.0  500.0],-0.651,15,          C3,5,                          Verb_DW,verbDW,verbDW,21,21,0.93,s21L9,137,15,APS_Silent,Male,18,12,Student,72,70
  [300.0  500.0],1.284,15,          C3,5,                          Verb_DW,verbDW,verbDW,22,22,0.91,s22l10,164,21,APS_Silent,Male,23,17,Student,77,98
  [300.0  500.0],-0.228,15,          C3,5,                          Verb_DW,verbDW,verbDW,25,25,0.94,,,,,,,,Student,,
  [300.0  500.0],-4.856,15,          C3,5,                          Verb_DW,verbDW,verbDW,27,27,0.95,S27L3,247,33,APS_Silent,Female,18,12,Student,77,82
  [300.0  500.0],-3.453,15,          C3,5,                          Verb_DW,verbDW,verbDW,30,30,0.87,s30l6,339,32,APS_Silent,Male,20,15,Student,85,88
  [300.0  500.0],-2.343,15,          C3,5,                          Verb_DW,verbDW,verbDW,31,31,0.86,s31l7,164,18,APS_Silent,Female,19,12,Student,59,69
  [300.0  500.0],-0.89,15,          C3,5,                          Verb_DW,verbDW,verbDW,37,37,0.93,s37L9,261,35,APS_Silent,Female,19,13,Student,89,74
  [300.0  500.0],-0.255,15,          C3,5,                          Verb_DW,verbDW,verbDW,38,38,0.91,s38l5,211,34,APS_Silent,Female,18,12,Student,47,64
  [300.0  500.0],-1.929,15,          C3,5,                          Verb_DW,verbDW,verbDW,39,39,0.95,S39L12,312,35,APS_Silent,Male,28,16,Student,88,85
  [300.0  500.0],-0.76,15,          C3,5,                          Verb_DW,verbDW,verbDW,40,40,0.9,s40l4,106,28,APS_Silent,Male,19,13,Student,45,38
  [300.0  500.0],-0.864,15,          C3,5,                          Verb_DW,verbDW,verbDW,42,42,0.78,S42L5,164,25,APS_Silent,Male,24,15,Student,74,73
  [300.0  500.0],-0.08,15,          C3,5,                          Verb_DW,verbDW,verbDW,43,43,0.89,S43L3,312,34,APS_Silent,Female,20,14,Student,64,69
  [300.0  500.0],-0.963,15,          C3,5,                          Verb_DW,verbDW,verbDW,44,44,0.92,s44l8,195,33,APS_Silent,Female,18,12,Student,60,67
  [300.0  500.0],0.192,15,          C3,5,                          Verb_DW,verbDW,verbDW,46,46,0.88,s46L2,261,30,APS_Silent,Male,19,13,Student,59,82
  [300.0  500.0],2.28,15,          C3,5,                          Verb_DW,verbDW,verbDW,47,47,0.88,s47L5,247,35,APS_Silent,Male,18,12,Student,80,73
  [300.0  500.0],-0.848,15,          C3,5,                          Verb_DW,verbDW,verbDW,48,48,0.88,s48l11,247,29,APS_Silent,Male,18,12,Student,71,67
  [300.0  500.0],1.087,15,          C3,5,                          Verb_DW,verbDW,verbDW,49,49,0.89,s49L10,223,32,APS_Silent,Male,19,12,Student,92,87
  [300.0  500.0],-2.522,15,          C3,5,                          Verb_DW,verbDW,verbDW,51,51,0.95,s51L12,364,35,APS_Silent,Female,19,13,Student,80,78
  [300.0  500.0],-0.982,15,          C3,5,                          Verb_DW,verbDW,verbDW,52,52,0.91,S52L5,179,26,APS_Silent,Female,22,17,Student,61,62
  [300.0  500.0],-0.834,15,          C3,5,                          Verb_DW,verbDW,verbDW,61,61,0.86,S61,364,27,APS_Silent,Female,18,12,Student,79,82
  [300.0  500.0],-1.469,15,          C3,5,                          Verb_DW,verbDW,verbDW,62,62,0.9,S62L2,179,34,APS_Silent,Male,20,14,Student,96,92
  [300.0  500.0],0.146,15,          C3,5,                          Verb_DW,verbDW,verbDW,63,63,0.9,S63L3,223,28,APS_Silent,Female,19,12,Student,63,63
  [300.0  500.0],-1.042,15,          C3,5,                          Verb_DW,verbDW,verbDW,64,64,0.93,S64L4,137,33,APS_Silent,Female,18,12.5,Student,52,65
  [300.0  500.0],-0.568,15,          C3,5,                          Verb_DW,verbDW,verbDW,65,65,0.9,S65L5,232,35,APS_Silent,Male,27,12,Student,52,64
  [300.0  500.0],-5.519,15,          C3,5,                          Verb_DW,verbDW,verbDW,66,66,0.9,S66L6,364,33,APS_Silent,Female,19,13.5,Student,62,73
  [300.0  500.0],-3.381,15,          C3,5,                          Verb_DW,verbDW,verbDW,67,67,0.91,S67L7,179,25,APS_Silent,Male,21,14.5,Student,92,88
  [300.0  500.0],0.557,15,          C3,5,                          Verb_DW,verbDW,verbDW,68,68,0.89,s68l8,279,32,APS_Silent,Male,18,12.5,Student,86,76
  [300.0  500.0],-2.721,15,          C3,5,                          Verb_DW,verbDW,verbDW,70,70,0.93,S70L10,232,32,APS_Silent,Male,20,15,Student,49,47
  [300.0  500.0],1.296,15,          C3,5,                          Verb_DW,verbDW,verbDW,72,72,0.91,S72L12,123,23,APS_Silent,Male,20,13,Student,76,76
  [300.0  500.0],1.121,16,          C4,5,                          Verb_DW,verbDW,verbDW,1,1,0.92,s1L1,211,24,APS_Silent,Female,19,14,Student,74,68
