         worklat,       value,     chindex,     chlabel,        bini,                         binlabel,grammar,word_type,ERPset,ID,Accuracy,subjectID,reading_speed,comprehension_score,Experiment,Sex,Age,Years of Formal Education,Occupation,Vividness,Control
  [300.0  500.0],-0.722,4,          CZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,46,46,0.88,s46L2,261,30,APS_Silent,Male,19,13,Student,59,82
  [300.0  500.0],3.622,4,          CZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,47,47,0.88,s47L5,247,35,APS_Silent,Male,18,12,Student,80,73
  [300.0  500.0],3.251,4,          CZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,48,48,0.88,s48l11,247,29,APS_Silent,Male,18,12,Student,71,67
  [300.0  500.0],-0.971,4,          CZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,49,49,0.89,s49L10,223,32,APS_Silent,Male,19,12,Student,92,87
  [300.0  500.0],4.16,4,          CZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,51,51,0.95,s51L12,364,35,APS_Silent,Female,19,13,Student,80,78
  [300.0  500.0],-0.626,4,          CZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,52,52,0.91,S52L5,179,26,APS_Silent,Female,22,17,Student,61,62
  [300.0  500.0],1.84,4,          CZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,61,61,0.86,S61,364,27,APS_Silent,Female,18,12,Student,79,82
  [300.0  500.0],0.508,4,          CZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,62,62,0.9,S62L2,179,34,APS_Silent,Male,20,14,Student,96,92
  [300.0  500.0],1.659,4,          CZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,63,63,0.9,S63L3,223,28,APS_Silent,Female,19,12,Student,63,63
  [300.0  500.0],-0.712,4,          CZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,64,64,0.93,S64L4,137,33,APS_Silent,Female,18,12.5,Student,52,65
  [300.0  500.0],-0.551,4,          CZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,65,65,0.9,S65L5,232,35,APS_Silent,Male,27,12,Student,52,64
  [300.0  500.0],-0.789,4,          CZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,66,66,0.9,S66L6,364,33,APS_Silent,Female,19,13.5,Student,62,73
  [300.0  500.0],-1.778,4,          CZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,67,67,0.91,S67L7,179,25,APS_Silent,Male,21,14.5,Student,92,88
  [300.0  500.0],2.39,4,          CZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,68,68,0.89,s68l8,279,32,APS_Silent,Male,18,12.5,Student,86,76
  [300.0  500.0],-0.922,4,          CZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,70,70,0.93,S70L10,232,32,APS_Silent,Male,20,15,Student,49,47
  [300.0  500.0],2.127,4,          CZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,72,72,0.91,S72L12,123,23,APS_Silent,Male,20,13,Student,76,76
  [300.0  500.0],2.287,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,1,1,0.92,s1L1,211,24,APS_Silent,Female,19,14,Student,74,68
  [300.0  500.0],0.026,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,2,2,0.96,S2L2,195,32,APS_Silent,Female,18,12,Student,88,87
  [300.0  500.0],0.119,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,3,3,0.93,S3L3,223,25,APS_Silent,Female,21,14,Student,66,63
  [300.0  500.0],-3.82,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,4,4,0.83,S4L4,211,31,APS_Silent,Male,18,12,Student,61,67
  [300.0  500.0],3.455,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,6,6,0.88,S6L6,232,29,APS_Silent,Female,18,13,Student,67,70
  [300.0  500.0],0.226,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,7,7,0.92,S7L7,247,31,APS_Silent,Female,18,12,Student,45,42
  [300.0  500.0],1.763,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,8,8,0.94,S8L8,279,34,APS_Silent,Female,19,14,Student,76,70
  [300.0  500.0],1.594,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,10,10,0.91,S10L10,179,31,APS_Silent,Female,19,13,Student,75,61
  [300.0  500.0],1.267,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,12,12,0.96,S12L12,164,31,APS_Silent,Female,18,12,Student,68,57
  [300.0  500.0],1.299,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,13,13,0.92,S13L1,211,25,APS_Silent,Female,19,13,Student,80,69
  [300.0  500.0],2.877,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,14,14,0.9,L14L2,211,17,APS_Silent,Female,20,12,Student,82,81
  [300.0  500.0],-0.353,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,16,16,0.93,s16l4,211,37,APS_Silent,Male,18,12,Student,72,79
  [300.0  500.0],0.416,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,18,18,0.91,S18L6,195,34,APS_Silent,Male,19,12,Student,85,79
  [300.0  500.0],-0.015,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,21,21,0.93,s21L9,137,15,APS_Silent,Male,18,12,Student,72,70
  [300.0  500.0],0.857,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,22,22,0.91,s22l10,164,21,APS_Silent,Male,23,17,Student,77,98
  [300.0  500.0],-1.803,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,25,25,0.94,,,,,,,,Student,,
  [300.0  500.0],-4.948,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,27,27,0.95,S27L3,247,33,APS_Silent,Female,18,12,Student,77,82
  [300.0  500.0],-1.947,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,30,30,0.87,s30l6,339,32,APS_Silent,Male,20,15,Student,85,88
  [300.0  500.0],3.022,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,31,31,0.86,s31l7,164,18,APS_Silent,Female,19,12,Student,59,69
  [300.0  500.0],2.359,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,37,37,0.93,s37L9,261,35,APS_Silent,Female,19,13,Student,89,74
  [300.0  500.0],1.663,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,38,38,0.91,s38l5,211,34,APS_Silent,Female,18,12,Student,47,64
  [300.0  500.0],1.406,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,39,39,0.95,S39L12,312,35,APS_Silent,Male,28,16,Student,88,85
  [300.0  500.0],0.541,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,40,40,0.9,s40l4,106,28,APS_Silent,Male,19,13,Student,45,38
  [300.0  500.0],1.573,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,42,42,0.78,S42L5,164,25,APS_Silent,Male,24,15,Student,74,73
  [300.0  500.0],4.979,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,43,43,0.89,S43L3,312,34,APS_Silent,Female,20,14,Student,64,69
  [300.0  500.0],0.699,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,44,44,0.92,s44l8,195,33,APS_Silent,Female,18,12,Student,60,67
  [300.0  500.0],-0.967,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,46,46,0.88,s46L2,261,30,APS_Silent,Male,19,13,Student,59,82
  [300.0  500.0],3.388,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,47,47,0.88,s47L5,247,35,APS_Silent,Male,18,12,Student,80,73
  [300.0  500.0],0.991,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,48,48,0.88,s48l11,247,29,APS_Silent,Male,18,12,Student,71,67
  [300.0  500.0],-2.36,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,49,49,0.89,s49L10,223,32,APS_Silent,Male,19,12,Student,92,87
  [300.0  500.0],3.232,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,51,51,0.95,s51L12,364,35,APS_Silent,Female,19,13,Student,80,78
  [300.0  500.0],-1.027,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,52,52,0.91,S52L5,179,26,APS_Silent,Female,22,17,Student,61,62
  [300.0  500.0],1.142,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,61,61,0.86,S61,364,27,APS_Silent,Female,18,12,Student,79,82
  [300.0  500.0],-0.254,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,62,62,0.9,S62L2,179,34,APS_Silent,Male,20,14,Student,96,92
  [300.0  500.0],0.436,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,63,63,0.9,S63L3,223,28,APS_Silent,Female,19,12,Student,63,63
  [300.0  500.0],-1.583,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,64,64,0.93,S64L4,137,33,APS_Silent,Female,18,12.5,Student,52,65
  [300.0  500.0],-0.378,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,65,65,0.9,S65L5,232,35,APS_Silent,Male,27,12,Student,52,64
  [300.0  500.0],0.939,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,66,66,0.9,S66L6,364,33,APS_Silent,Female,19,13.5,Student,62,73
  [300.0  500.0],-0.877,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,67,67,0.91,S67L7,179,25,APS_Silent,Male,21,14.5,Student,92,88
  [300.0  500.0],1.535,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,68,68,0.89,s68l8,279,32,APS_Silent,Male,18,12.5,Student,86,76
  [300.0  500.0],-2.896,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,70,70,0.93,S70L10,232,32,APS_Silent,Male,20,15,Student,49,47
  [300.0  500.0],3.426,5,          PZ,2,incorrect_Verb_in_correct_Pronoun,bad,verb,72,72,0.91,S72L12,123,23,APS_Silent,Male,20,13,Student,76,76
  [300.0  500.0],3.156,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,1,1,0.92,s1L1,211,24,APS_Silent,Female,19,14,Student,74,68
  [300.0  500.0],3.461,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,2,2,0.96,S2L2,195,32,APS_Silent,Female,18,12,Student,88,87
  [300.0  500.0],2.507,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,3,3,0.93,S3L3,223,25,APS_Silent,Female,21,14,Student,66,63
  [300.0  500.0],0.49,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,4,4,0.83,S4L4,211,31,APS_Silent,Male,18,12,Student,61,67
  [300.0  500.0],4.411,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,6,6,0.88,S6L6,232,29,APS_Silent,Female,18,13,Student,67,70
  [300.0  500.0],3.94,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,7,7,0.92,S7L7,247,31,APS_Silent,Female,18,12,Student,45,42
  [300.0  500.0],4.249,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,8,8,0.94,S8L8,279,34,APS_Silent,Female,19,14,Student,76,70
  [300.0  500.0],2.304,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,10,10,0.91,S10L10,179,31,APS_Silent,Female,19,13,Student,75,61
  [300.0  500.0],6.251,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,12,12,0.96,S12L12,164,31,APS_Silent,Female,18,12,Student,68,57
  [300.0  500.0],2.356,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,13,13,0.92,S13L1,211,25,APS_Silent,Female,19,13,Student,80,69
  [300.0  500.0],2.931,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,14,14,0.9,L14L2,211,17,APS_Silent,Female,20,12,Student,82,81
  [300.0  500.0],2.238,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,16,16,0.93,s16l4,211,37,APS_Silent,Male,18,12,Student,72,79
  [300.0  500.0],-0.629,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,18,18,0.91,S18L6,195,34,APS_Silent,Male,19,12,Student,85,79
  [300.0  500.0],0.123,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,21,21,0.93,s21L9,137,15,APS_Silent,Male,18,12,Student,72,70
  [300.0  500.0],0.048,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,22,22,0.91,s22l10,164,21,APS_Silent,Male,23,17,Student,77,98
  [300.0  500.0],-1.014,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,25,25,0.94,,,,,,,,Student,,
  [300.0  500.0],-3.781,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,27,27,0.95,S27L3,247,33,APS_Silent,Female,18,12,Student,77,82
  [300.0  500.0],0.455,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,30,30,0.87,s30l6,339,32,APS_Silent,Male,20,15,Student,85,88
  [300.0  500.0],0.985,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,31,31,0.86,s31l7,164,18,APS_Silent,Female,19,12,Student,59,69
  [300.0  500.0],5.293,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,37,37,0.93,s37L9,261,35,APS_Silent,Female,19,13,Student,89,74
  [300.0  500.0],4.961,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,38,38,0.91,s38l5,211,34,APS_Silent,Female,18,12,Student,47,64
  [300.0  500.0],-0.096,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,39,39,0.95,S39L12,312,35,APS_Silent,Male,28,16,Student,88,85
  [300.0  500.0],1.5,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,40,40,0.9,s40l4,106,28,APS_Silent,Male,19,13,Student,45,38
  [300.0  500.0],0.476,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,42,42,0.78,S42L5,164,25,APS_Silent,Male,24,15,Student,74,73
  [300.0  500.0],2.713,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,43,43,0.89,S43L3,312,34,APS_Silent,Female,20,14,Student,64,69
  [300.0  500.0],1.293,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,44,44,0.92,s44l8,195,33,APS_Silent,Female,18,12,Student,60,67
  [300.0  500.0],0.104,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,46,46,0.88,s46L2,261,30,APS_Silent,Male,19,13,Student,59,82
  [300.0  500.0],3.133,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,47,47,0.88,s47L5,247,35,APS_Silent,Male,18,12,Student,80,73
  [300.0  500.0],2.7,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,48,48,0.88,s48l11,247,29,APS_Silent,Male,18,12,Student,71,67
  [300.0  500.0],4.603,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,49,49,0.89,s49L10,223,32,APS_Silent,Male,19,12,Student,92,87
  [300.0  500.0],3.611,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,51,51,0.95,s51L12,364,35,APS_Silent,Female,19,13,Student,80,78
  [300.0  500.0],1.819,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,52,52,0.91,S52L5,179,26,APS_Silent,Female,22,17,Student,61,62
  [300.0  500.0],0.988,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,61,61,0.86,S61,364,27,APS_Silent,Female,18,12,Student,79,82
  [300.0  500.0],0.88,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,62,62,0.9,S62L2,179,34,APS_Silent,Male,20,14,Student,96,92
  [300.0  500.0],-1.47,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,63,63,0.9,S63L3,223,28,APS_Silent,Female,19,12,Student,63,63
  [300.0  500.0],3.6,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,64,64,0.93,S64L4,137,33,APS_Silent,Female,18,12.5,Student,52,65
  [300.0  500.0],1.019,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,65,65,0.9,S65L5,232,35,APS_Silent,Male,27,12,Student,52,64
  [300.0  500.0],0.352,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,66,66,0.9,S66L6,364,33,APS_Silent,Female,19,13.5,Student,62,73
  [300.0  500.0],-2.196,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,67,67,0.91,S67L7,179,25,APS_Silent,Male,21,14.5,Student,92,88
  [300.0  500.0],0.605,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,68,68,0.89,s68l8,279,32,APS_Silent,Male,18,12.5,Student,86,76
  [300.0  500.0],-1.311,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,70,70,0.93,S70L10,232,32,APS_Silent,Male,20,15,Student,49,47
  [300.0  500.0],-1.594,6,          F7,2,incorrect_Verb_in_correct_Pronoun,bad,verb,72,72,0.91,S72L12,123,23,APS_Silent,Male,20,13,Student,76,76
  [300.0  500.0],2.932,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,1,1,0.92,s1L1,211,24,APS_Silent,Female,19,14,Student,74,68
  [300.0  500.0],2.545,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,2,2,0.96,S2L2,195,32,APS_Silent,Female,18,12,Student,88,87
  [300.0  500.0],0.909,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,3,3,0.93,S3L3,223,25,APS_Silent,Female,21,14,Student,66,63
  [300.0  500.0],-0.682,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,4,4,0.83,S4L4,211,31,APS_Silent,Male,18,12,Student,61,67
  [300.0  500.0],3.131,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,6,6,0.88,S6L6,232,29,APS_Silent,Female,18,13,Student,67,70
  [300.0  500.0],-0.343,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,7,7,0.92,S7L7,247,31,APS_Silent,Female,18,12,Student,45,42
  [300.0  500.0],2.422,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,8,8,0.94,S8L8,279,34,APS_Silent,Female,19,14,Student,76,70
  [300.0  500.0],0.802,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,10,10,0.91,S10L10,179,31,APS_Silent,Female,19,13,Student,75,61
  [300.0  500.0],1.18,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,12,12,0.96,S12L12,164,31,APS_Silent,Female,18,12,Student,68,57
  [300.0  500.0],1.647,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,13,13,0.92,S13L1,211,25,APS_Silent,Female,19,13,Student,80,69
  [300.0  500.0],5.752,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,14,14,0.9,L14L2,211,17,APS_Silent,Female,20,12,Student,82,81
  [300.0  500.0],0.937,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,16,16,0.93,s16l4,211,37,APS_Silent,Male,18,12,Student,72,79
  [300.0  500.0],1.127,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,18,18,0.91,S18L6,195,34,APS_Silent,Male,19,12,Student,85,79
  [300.0  500.0],2.014,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,21,21,0.93,s21L9,137,15,APS_Silent,Male,18,12,Student,72,70
  [300.0  500.0],2.598,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,22,22,0.91,s22l10,164,21,APS_Silent,Male,23,17,Student,77,98
  [300.0  500.0],-0.048,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,25,25,0.94,,,,,,,,Student,,
  [300.0  500.0],-3.66,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,27,27,0.95,S27L3,247,33,APS_Silent,Female,18,12,Student,77,82
  [300.0  500.0],0.286,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,30,30,0.87,s30l6,339,32,APS_Silent,Male,20,15,Student,85,88
  [300.0  500.0],2.084,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,31,31,0.86,s31l7,164,18,APS_Silent,Female,19,12,Student,59,69
  [300.0  500.0],5.82,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,37,37,0.93,s37L9,261,35,APS_Silent,Female,19,13,Student,89,74
  [300.0  500.0],3.095,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,38,38,0.91,s38l5,211,34,APS_Silent,Female,18,12,Student,47,64
  [300.0  500.0],1.246,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,39,39,0.95,S39L12,312,35,APS_Silent,Male,28,16,Student,88,85
  [300.0  500.0],0.529,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,40,40,0.9,s40l4,106,28,APS_Silent,Male,19,13,Student,45,38
  [300.0  500.0],0.167,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,42,42,0.78,S42L5,164,25,APS_Silent,Male,24,15,Student,74,73
  [300.0  500.0],3.946,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,43,43,0.89,S43L3,312,34,APS_Silent,Female,20,14,Student,64,69
  [300.0  500.0],1.151,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,44,44,0.92,s44l8,195,33,APS_Silent,Female,18,12,Student,60,67
  [300.0  500.0],-1.462,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,46,46,0.88,s46L2,261,30,APS_Silent,Male,19,13,Student,59,82
  [300.0  500.0],2.437,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,47,47,0.88,s47L5,247,35,APS_Silent,Male,18,12,Student,80,73
  [300.0  500.0],1.89,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,48,48,0.88,s48l11,247,29,APS_Silent,Male,18,12,Student,71,67
  [300.0  500.0],2.684,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,49,49,0.89,s49L10,223,32,APS_Silent,Male,19,12,Student,92,87
  [300.0  500.0],3.383,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,51,51,0.95,s51L12,364,35,APS_Silent,Female,19,13,Student,80,78
  [300.0  500.0],1.306,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,52,52,0.91,S52L5,179,26,APS_Silent,Female,22,17,Student,61,62
  [300.0  500.0],0.653,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,61,61,0.86,S61,364,27,APS_Silent,Female,18,12,Student,79,82
  [300.0  500.0],-2.193,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,62,62,0.9,S62L2,179,34,APS_Silent,Male,20,14,Student,96,92
  [300.0  500.0],0.548,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,63,63,0.9,S63L3,223,28,APS_Silent,Female,19,12,Student,63,63
  [300.0  500.0],0.803,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,64,64,0.93,S64L4,137,33,APS_Silent,Female,18,12.5,Student,52,65
  [300.0  500.0],-0.254,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,65,65,0.9,S65L5,232,35,APS_Silent,Male,27,12,Student,52,64
  [300.0  500.0],0.077,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,66,66,0.9,S66L6,364,33,APS_Silent,Female,19,13.5,Student,62,73
  [300.0  500.0],-3.028,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,67,67,0.91,S67L7,179,25,APS_Silent,Male,21,14.5,Student,92,88
  [300.0  500.0],0.169,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,68,68,0.89,s68l8,279,32,APS_Silent,Male,18,12.5,Student,86,76
  [300.0  500.0],0.046,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,70,70,0.93,S70L10,232,32,APS_Silent,Male,20,15,Student,49,47
  [300.0  500.0],-1.559,7,          F8,2,incorrect_Verb_in_correct_Pronoun,bad,verb,72,72,0.91,S72L12,123,23,APS_Silent,Male,20,13,Student,76,76
  [300.0  500.0],2.745,8,          T5,2,incorrect_Verb_in_correct_Pronoun,bad,verb,1,1,0.92,s1L1,211,24,APS_Silent,Female,19,14,Student,74,68
  [300.0  500.0],1.045,8,          T5,2,incorrect_Verb_in_correct_Pronoun,bad,verb,2,2,0.96,S2L2,195,32,APS_Silent,Female,18,12,Student,88,87
  [300.0  500.0],-0.617,8,          T5,2,incorrect_Verb_in_correct_Pronoun,bad,verb,3,3,0.93,S3L3,223,25,APS_Silent,Female,21,14,Student,66,63
  [300.0  500.0],-2.613,8,          T5,2,incorrect_Verb_in_correct_Pronoun,bad,verb,4,4,0.83,S4L4,211,31,APS_Silent,Male,18,12,Student,61,67
  [300.0  500.0],2.807,8,          T5,2,incorrect_Verb_in_correct_Pronoun,bad,verb,6,6,0.88,S6L6,232,29,APS_Silent,Female,18,13,Student,67,70
  [300.0  500.0],0.158,8,          T5,2,incorrect_Verb_in_correct_Pronoun,bad,verb,7,7,0.92,S7L7,247,31,APS_Silent,Female,18,12,Student,45,42
  [300.0  500.0],1.108,8,          T5,2,incorrect_Verb_in_correct_Pronoun,bad,verb,8,8,0.94,S8L8,279,34,APS_Silent,Female,19,14,Student,76,70
  [300.0  500.0],1.53,8,          T5,2,incorrect_Verb_in_correct_Pronoun,bad,verb,10,10,0.91,S10L10,179,31,APS_Silent,Female,19,13,Student,75,61
  [300.0  500.0],3.2,8,          T5,2,incorrect_Verb_in_correct_Pronoun,bad,verb,12,12,0.96,S12L12,164,31,APS_Silent,Female,18,12,Student,68,57
  [300.0  500.0],-0.02,8,          T5,2,incorrect_Verb_in_correct_Pronoun,bad,verb,13,13,0.92,S13L1,211,25,APS_Silent,Female,19,13,Student,80,69
  [300.0  500.0],1.625,8,          T5,2,incorrect_Verb_in_correct_Pronoun,bad,verb,14,14,0.9,L14L2,211,17,APS_Silent,Female,20,12,Student,82,81
  [300.0  500.0],0.819,8,          T5,2,incorrect_Verb_in_correct_Pronoun,bad,verb,16,16,0.93,s16l4,211,37,APS_Silent,Male,18,12,Student,72,79
  [300.0  500.0],-0.714,8,          T5,2,incorrect_Verb_in_correct_Pronoun,bad,verb,18,18,0.91,S18L6,195,34,APS_Silent,Male,19,12,Student,85,79
  [300.0  500.0],-0.733,8,          T5,2,incorrect_Verb_in_correct_Pronoun,bad,verb,21,21,0.93,s21L9,137,15,APS_Silent,Male,18,12,Student,72,70
  [300.0  500.0],1.229,8,          T5,2,incorrect_Verb_in_correct_Pronoun,bad,verb,22,22,0.91,s22l10,164,21,APS_Silent,Male,23,17,Student,77,98
  [300.0  500.0],-3.746,8,          T5,2,incorrect_Verb_in_correct_Pronoun,bad,verb,25,25,0.94,,,,,,,,Student,,
  [300.0  500.0],-4.885,8,          T5,2,incorrect_Verb_in_correct_Pronoun,bad,verb,27,27,0.95,S27L3,247,33,APS_Silent,Female,18,12,Student,77,82
  [300.0  500.0],-1.516,8,          T5,2,incorrect_Verb_in_correct_Pronoun,bad,verb,30,30,0.87,s30l6,339,32,APS_Silent,Male,20,15,Student,85,88
